year,month,location,wholesale_price,retail_price
2018,8,Nikaweratiya,,
2018,8,Embilipitiya,19.17,55.63
2018,8,Dabulla,10.3,50.0
2018,8,Hanguranketha,46.19,54.25
2018,8,Galle,,
2018,8,Thabuththegama,11.05,41.25
2018,8,Thissamaharama,33.38,50.5
2018,8,Kandy,24.0,65.0
2018,8,Polonnaruwa,,
2018,8,Galenbidunuwewa,,
2018,8,Kilinochchi,,
2018,8,Kegalle,21.02,61.0
2018,8,Nuwara Eliya,26.5,51.5
2018,8,Rathnapura,,
2018,8,Mullathivu,27.78,80.63
2018,8,Jaffna,,
2018,8,Puttalam,12.85,56.0
2018,8,Gampaha,26.53,77.0
2018,8,Kaluthara,19.64,57.0
2018,8,Batticaloa,,
2018,8,Meegoda,21.1,72.0
2018,8,Badulla,32.75,76.0
2018,8,Hambanthota,22.05,35.5
2018,8,Monaragala,26.67,58.75
2018,8,Colombo,12.15,83.26
2018,8,Veyangoda,,
2018,8,Anuradapuraya,22.74,66.0
2018,9,Keppetipola,,
2018,9,Kurunegala,21.59,47.33
2018,9,Ampara,34.44,75.5
2018,9,Matale,,
2018,9,Vavuniya,34.43,66.0
2018,9,Mannar,,
2018,9,Trinco,,
2018,9,Matara,35.63,57.5
2018,9,Bandarawela,,
2018,9,Dehiattakandiya,,
2018,9,Nikaweratiya,,
2018,9,Embilipitiya,27.66,60.63
2018,9,Dabulla,19.9,53.38
2018,9,Hanguranketha,36.0,54.0
2018,9,Galle,,
2018,9,Thabuththegama,17.25,43.13
2018,9,Thissamaharama,44.0,61.0
2018,9,Kandy,30.5,58.0
2018,9,Polonnaruwa,26.23,57.5
2018,9,Galenbidunuwewa,,
2018,9,Kilinochchi,,
2018,9,Kegalle,27.82,61.0
2018,9,Nuwara Eliya,32.0,59.0
2018,9,Rathnapura,31.93,70.0
2018,9,Mullathivu,33.83,74.17
2018,9,Jaffna,,
2018,9,Puttalam,15.2,56.0
2018,9,Gampaha,42.19,92.5
2018,9,Kaluthara,33.75,74.0
