year,month,location,wholesale_price,retail_price
2018,3,Keppetipola,,81.50
2018,3,Kurunegala,,86.67
2018,3,Ampara,,105.00
2018,3,Matale,,
2018,3,Vavuniya,45.60,86.67
2018,3,Mannar,,
2018,3,Trinco,,
2018,3,Matara,63.33,82.50
2018,3,Bandarawela,,
2018,3,Dehiattakandiya,,74.58
2018,3,Nikaweratiya,,76.00
2018,3,Embilipitiya,,84.29
2018,3,Dabulla,37.65,82.00
2018,3,Hanguranketha,54.77,72.81
2018,3,Galle,,93.75
2018,3,Thabuththegama,32.67,75.00
2018,3,Thissamaharama,42.75,71.00
2018,3,Kandy,42.50,75.00
2018,3,Polonnaruwa,,66.50
2018,3,Galenbidunuwewa,,
2018,3,Kilinochchi,,
2018,3,Kegalle,,89.50
2018,3,Nuwara Eliya,53.50,96.00
2018,3,Rathnapura,,
2018,3,Mullathivu,,
2018,3,Jaffna,,
2018,3,Puttalam,,
2018,3,Gampaha,,99.00
2018,3,Kaluthara,,95.00
2018,3,Batticaloa,,
2018,3,Meegoda,49.50,110.00
2018,3,Badulla,60.50,113.00
2018,3,Hambanthota,43.00,61.50
2018,3,Monaragala,61.67,101.67
2018,3,Colombo,43.65,107.55
2018,3,Veyangoda,,
2018,3,Anuradapuraya,,81.00
2018,4,Keppetipola,,82.00
2018,4,Kurunegala,,81.33
2018,4,Ampara,,108.00
2018,4,Matale,,
2018,4,Vavuniya,43.33,90.00
2018,4,Mannar,,
2018,4,Trinco,,
2018,4,Matara,61.67,75.00
2018,4,Bandarawela,,
2018,4,Dehiattakandiya,,91.00
2018,4,Nikaweratiya,,76.00
2018,4,Embilipitiya,,104.50
2018,4,Dabulla,47.60,82.80
2018,4,Hanguranketha,44.25,61.35
2018,4,Galle,,97.50
2018,4,Thabuththegama,43.80,81.00
2018,4,Thissamaharama,34.00,59.00
2018,4,Kandy,50.00,93.20
2018,4,Polonnaruwa,,84.90
2018,4,Galenbidunuwewa,,
2018,4,Kilinochchi,,
2018,4,Kegalle,,99.60
2018,4,Nuwara Eliya,46.00,79.60
2018,4,Rathnapura,,
2018,4,Mullathivu,,
2018,4,Jaffna,,82.00
2018,4,Puttalam,33.50,77.17
2018,4,Gampaha,,110.40
2018,4,Kaluthara,,85.73
2018,4,Batticaloa,,
2018,4,Meegoda,57.00,107.25
2018,4,Badulla,75.00,120.27
2018,4,Hambanthota,41.80,57.60
2018,4,Monaragala,60.00,98.33
2018,4,Colombo,46.58,120.40
2018,4,Veyangoda,,
2018,4,Anuradapuraya,,88.00
2018,5,Keppetipola,,102.50
2018,5,Kurunegala,,106.00
2018,5,Ampara,,109.50
2018,5,Matale,,
2018,5,Vavuniya,61.50,106.67
2018,5,Mannar,,
2018,5,Trinco,,
2018,5,Matara,56.67,101.25
2018,5,Bandarawela,,
2018,5,Dehiattakandiya,,88.00
2018,5,Nikaweratiya,,88.00
2018,5,Embilipitiya,,131.50
2018,5,Dabulla,39.13,87.00
2018,5,Hanguranketha,53.63,71.31
2018,5,Galle,,93.13
2018,5,Thabuththegama,42.75,95.63
2018,5,Thissamaharama,78.00,110.00
2018,5,Kandy,57.50,112.00
2018,5,Polonnaruwa,,86.00
2018,5,Galenbidunuwewa,,
2018,5,Kilinochchi,,
2018,5,Kegalle,,105.00
2018,5,Nuwara Eliya,60.50,80.00
2018,5,Rathnapura,83.33,112.22
2018,5,Mullathivu,,
2018,5,Jaffna,,
2018,5,Puttalam,41.75,90.25
2018,5,Gampaha,,120.00
2018,5,Kaluthara,,112.50
2018,5,Batticaloa,,
2018,5,Meegoda,54.88,124.00
2018,5,Badulla,88.25,136.00
2018,5,Hambanthota,69.83,99.00
2018,5,Monaragala,87.50,138.33
2018,5,Colombo,58.56,132.95
2018,5,Veyangoda,,
2018,5,Anuradapuraya,,100.00
2018,6,Keppetipola,,80.50
2018,6,Kurunegala,,112.00
2018,6,Ampara,,108.00
2018,6,Matale,,
2018,6,Vavuniya,44.00,94.00
2018,6,Mannar,,
2018,6,Trinco,,
2018,6,Matara,75.00,120.42
2018,6,Bandarawela,,
2018,6,Dehiattakandiya,,72.00
2018,6,Nikaweratiya,,
2018,6,Embilipitiya,,123.33
2018,6,Dabulla,28.90,75.50
2018,6,Hanguranketha,49.35,71.08
2018,6,Galle,,81.25
2018,6,Thabuththegama,23.75,63.75
2018,6,Thissamaharama,43.75,68.00
2018,6,Kandy,36.60,80.00
2018,6,Polonnaruwa,,
2018,6,Galenbidunuwewa,,
2018,6,Kilinochchi,,
2018,6,Kegalle,,90.00
2018,6,Nuwara Eliya,52.75,89.50
2018,6,Rathnapura,71.67,114.58
2018,6,Mullathivu,,
2018,6,Jaffna,,
2018,6,Puttalam,32.50,88.00
2018,6,Gampaha,,128.00
2018,6,Kaluthara,,78.00
2018,6,Batticaloa,,
2018,6,Meegoda,43.75,102.00
2018,6,Badulla,49.00,116.00
2018,6,Hambanthota,51.50,76.00
2018,6,Monaragala,70.42,113.33
2018,6,Colombo,38.65,116.41
2018,6,Veyangoda,,
2018,6,Anuradapuraya,,91.00
2018,7,Keppetipola,,79.60
2018,7,Kurunegala,,87.20
2018,7,Ampara,,104.80
2018,7,Matale,,
2018,7,Vavuniya,39.97,90.40
2018,7,Mannar,,
2018,7,Trinco,,
2018,7,Matara,57.25,95.60
2018,7,Bandarawela,,
2018,7,Dehiattakandiya,,
2018,7,Nikaweratiya,,
2018,7,Embilipitiya,,72.50
2018,7,Dabulla,21.52,60.40
2018,7,Hanguranketha,52.72,77.13
2018,7,Galle,,96.50
2018,7,Thabuththegama,19.28,49.50
2018,7,Thissamaharama,37.40,62.80
2018,7,Kandy,37.52,69.60
2018,7,Polonnaruwa,,
2018,7,Galenbidunuwewa,,
2018,7,Kilinochchi,,
2018,7,Kegalle,,80.80
2018,7,Nuwara Eliya,47.00,87.20
2018,7,Rathnapura,72.00,96.67
2018,7,Mullathivu,,80.00
2018,7,Jaffna,,
2018,7,Puttalam,27.00,80.00
2018,7,Gampaha,,92.00
2018,7,Kaluthara,,66.40
2018,7,Batticaloa,,
2018,7,Meegoda,36.40,92.00
2018,7,Badulla,55.00,124.00
2018,7,Hambanthota,32.60,51.20
2018,7,Monaragala,43.85,94.67
2018,7,Colombo,29.11,104.57
2018,7,Veyangoda,,
2018,7,Anuradapuraya,,84.00
2018,8,Keppetipola,,
2018,8,Kurunegala,,66.00
2018,8,Ampara,,81.50
2018,8,Matale,,
2018,8,Vavuniya,32.25,78.50
2018,8,Mannar,,
2018,8,Trinco,,
2018,8,Matara,39.17,59.17
2018,8,Bandarawela,,
2018,8,Dehiattakandiya,,
2018,8,Nikaweratiya,,
